id,amount,date,category,description,isExpense,paymentMethod
c90074fc-9b25-4a3e-b62c-e3e9230cc133,26.27,2024-03-23,购物,网购,True,信用卡
8f7716cf-b92d-4986-8c5b-2356812a24bc,23.86,2024-03-24,住房,房租,True,微信
c97668e8-3d6f-4ba8-9d6f-d385b171d82b,103.72,2024-03-24,娱乐,电影,True,支付宝
f262f719-9533-4352-8901-72e050fecd82,45.2,2024-03-25,购物,网购,True,信用卡
8d73d646-962e-482b-85a9-7bf4f820cc74,143.57,2024-03-25,交通,出租车,True,微信
5f1c9945-4b89-418d-b03b-a24e6fdfc6ae,194.95,2024-03-26,购物,网购,True,现金
a58d1fef-1119-468e-a894-fed18b54558c,84.18,2024-03-26,购物,网购,True,微信
63a1c4d1-36bd-481c-8c6b-e037878f514a,216.78,2024-03-27,交通,出租车,True,微信
36f447f6-d5dd-4074-b64c-edb38c829547,128.97,2024-03-27,交通,出租车,True,微信
6afb874a-5b5f-4774-b017-3a2032df7286,62.78,2024-03-27,医疗,药品,True,医保卡
50e55a2c-741f-4413-9b5d-23159dbdc99c,57.71,2024-03-28,交通,出租车,True,支付宝
1d867f63-25f8-42fd-a699-af8fec40cabe,151.74,2024-03-28,购物,网购,True,信用卡
7d67747d-c28d-4a98-8e4c-29721add94ef,39.42,2024-03-29,交通,出租车,True,微信
5e0e9607-9af1-46b9-b4ca-524fb9625627,33.06,2024-03-29,交通,出租车,True,现金
a0227c5f-fbac-44d7-9d48-10d6f606df9b,27.91,2024-03-30,购物,网购,True,现金
708ceaf5-fcdc-4020-9ef7-ee74ad5608fd,119.54,2024-03-30,交通,出租车,True,微信
efb6c04c-d014-4b99-b5ac-e9e9c6255a81,93.38,2024-03-31,医疗,药品,True,支付宝
db289f14-8df4-4251-90b9-bc625525df7e,92.76,2024-03-31,购物,网购,True,信用卡
4fb63f4f-1dac-44a9-93bc-c354b378dd28,352.23,2024-04-01,购物,网购,True,信用卡
7fd7bc35-05eb-42ff-b0e8-85bc82fddb6a,267.95,2024-04-01,购物,网购,True,信用卡
a0b0e771-9192-47a9-8cb3-12a15ccc1a65,42.78,2024-04-01,交通,出租车,True,现金
ac9d8a36-7789-4eda-b9d4-85eb3c0bf36e,243.15,2024-04-02,购物,网购,True,微信
35b8e389-752a-43fd-bb2e-a8f3a2affc4d,42.13,2024-04-02,购物,网购,True,信用卡
87046250-6730-4954-b508-a5d104f9166e,279.39,2024-04-03,餐饮,早餐,True,支付宝
46f82135-9a4b-4e00-a874-2fe9147549d3,137.1,2024-04-03,餐饮,早餐,True,现金
d3139fc4-d452-4632-b821-37ea29653fbb,9199.79,2024-04-04,收入,工资,False,现金
65c30dcb-2d65-4de4-a465-d6f2285c0a5f,83.45,2024-04-04,娱乐,电影,True,现金
df23071c-c5bc-412c-acd0-43c54c4cc271,142.27,2024-04-05,娱乐,电影,True,支付宝
01568114-b280-424e-a30e-6cd7911080de,118.42,2024-04-05,餐饮,早餐,True,微信
84f7e8bf-42f8-4b69-a060-b554c3a7d23e,117.26,2024-04-06,餐饮,早餐,True,现金
6f17663e-fb6e-4407-a861-b85aacc9188c,18.13,2024-04-06,餐饮,早餐,True,支付宝
891533b0-fdaf-4c2f-ab52-df9a329e9a43,178.22,2024-04-06,交通,出租车,True,支付宝
2fa1aa0e-4a3f-4d34-a931-8e58268958e7,108.95,2024-04-07,购物,网购,True,信用卡
40befee8-a996-4acb-8b65-fd639b187aa5,126.77,2024-04-07,住房,房租,True,现金
51471ea6-38f7-4e87-be3f-302f40c929a9,47.17,2024-04-08,交通,出租车,True,微信
9ed36fc0-b23b-4703-a9c9-65dfc88bdbb0,183.09,2024-04-08,住房,房租,True,微信
bbb0a36d-b18d-4e23-a729-0245bb05a85f,135.56,2024-04-09,住房,房租,True,微信
718096f2-c4f6-4ffc-bc10-cf23247d8cbd,64.87,2024-04-09,餐饮,早餐,True,现金
780d644b-2711-4b8d-acff-af974925837d,97.06,2024-04-10,餐饮,早餐,True,微信
239c6c37-bb81-4ccf-b404-5f2a14fe0164,41.43,2024-04-10,住房,房租,True,支付宝
7d1c95fb-ef8a-448f-bd51-c2b627ed2566,163.45,2024-04-11,购物,网购,True,现金
c01f648c-695e-4813-96f3-9d33fc4faa99,74.2,2024-04-11,住房,房租,True,支付宝
c6b33440-1cb1-4f39-9271-fc3e475033aa,56.48,2024-04-12,住房,房租,True,银行转账
30a6ac57-0a51-4780-a059-3a94176344e1,99.23,2024-04-12,交通,出租车,True,微信
f1a6aa4a-6bf1-427d-8e6b-b47912f4cc32,231.31,2024-04-12,交通,出租车,True,微信
ef46130f-555f-4033-b41d-a6a6021c9abb,6635.31,2024-04-13,收入,工资,False,现金
10f3733f-42e7-499a-8433-76252808a967,80.26,2024-04-13,餐饮,早餐,True,现金
3fca2569-0507-4c5d-ace2-d540e110e3d3,20.52,2024-04-14,医疗,药品,True,微信
3ef20838-8339-48d4-9b58-a94392a0d2f8,39.86,2024-04-14,餐饮,早餐,True,现金
6658f876-7f34-45bf-ac3c-c3915aaa2de4,117.8,2024-04-15,购物,网购,True,微信
be8af9a9-607f-45f8-a1f6-649a683ed78f,86.89,2024-04-15,交通,出租车,True,现金
528a9839-5f18-4147-9ac5-399fe7ded017,7778.14,2024-04-16,收入,工资,False,现金
ec708a21-8729-40cf-a6ac-fe8b03725922,163.58,2024-04-16,餐饮,早餐,True,支付宝
de409485-da3e-4a0c-a584-fb0dbcd1b793,23.71,2024-04-17,餐饮,早餐,True,微信
b1e4e55c-93ab-4086-b7d1-07efe1924309,42.81,2024-04-17,住房,房租,True,微信
a429cf63-d0b8-4154-b072-86f2eb7c3d32,23.86,2024-04-17,住房,房租,True,现金
26187fd2-505c-4f36-a872-d65ce31d71e7,11662.92,2024-04-18,收入,工资,False,现金
889a641c-9251-4a35-948d-ce21a7c5b707,10358.88,2024-04-18,收入,工资,False,现金
937db67a-f6f3-46e8-8ba8-720e6ee1f1fd,56.57,2024-04-19,餐饮,早餐,True,支付宝
24da3399-3923-420b-9309-02dd9a2f197d,98.26,2024-04-19,购物,网购,True,支付宝
95e33514-4eaa-4175-976b-6a54c9514f6f,55.81,2024-04-20,购物,网购,True,支付宝
5a86a625-162a-4188-8243-44ab1025c3a2,47.73,2024-04-20,餐饮,早餐,True,支付宝
477b63a8-9b9a-4001-8674-8df4cba1a6b4,42.48,2024-04-21,住房,房租,True,支付宝
3cd9c384-aeda-40f5-96c0-3715b17245c7,184.99,2024-04-21,住房,房租,True,支付宝
361430e5-a6fa-4d18-8e37-d57bc07e7eb8,87.77,2024-04-22,交通,出租车,True,微信
a1376bbf-f885-4f33-817d-ddabd347de6d,99.33,2024-04-22,住房,房租,True,支付宝
d840609b-b6b2-4f65-9831-21944f94650f,146.62,2024-04-22,购物,网购,True,信用卡
842ca536-01a1-4879-8467-dcb6e65a83ab,67.47,2024-04-23,交通,出租车,True,微信
9b66fe5e-185b-4c1c-8019-49034f6a821c,122.84,2024-04-23,交通,出租车,True,微信
244414eb-03b0-40ad-81fc-dbf5bcb25f80,178.84,2024-04-24,交通,出租车,True,现金
0b3359c9-975b-4f83-908f-928f8053dc9a,20.63,2024-04-24,餐饮,早餐,True,微信
c7a2550d-31fd-47da-9c7d-fec14f895994,34.53,2024-04-25,交通,出租车,True,微信
00664132-be47-4f9d-ab5d-bfe239edb48f,120.29,2024-04-25,餐饮,早餐,True,支付宝
e59cd31b-df64-4c22-88e7-bb47e47e4e6d,52.46,2024-04-26,交通,出租车,True,现金
736d155e-cf81-4ebf-b61d-8c6d8280d53c,5604.24,2024-04-26,收入,工资,False,现金
8525ad2c-be80-4b92-8511-12618630a047,151.25,2024-04-27,购物,网购,True,信用卡
937fc119-af67-4b15-966e-775b7daa634d,49.36,2024-04-27,交通,出租车,True,现金
06b359e9-7041-4610-b21e-6f663821319f,111.93,2024-04-27,住房,房租,True,现金
9592ba82-da86-454f-9883-571414a8d3b1,6430.98,2024-04-28,收入,工资,False,现金
a271a49a-978d-4357-b55f-414ff7a09249,38.8,2024-04-28,交通,出租车,True,支付宝
a9aa2224-07a6-4911-a26b-2d182426d16b,69.54,2024-04-29,住房,房租,True,微信
817984f4-aa90-445f-9e82-aa640d48ffb5,171.7,2024-04-29,购物,网购,True,现金
d80a4c84-4145-4709-9a0b-f90d0b384f1b,133.05,2024-04-30,购物,网购,True,现金
7daae5c7-1123-4e5a-ae1a-3a85619c3bd9,98.79,2024-04-30,交通,出租车,True,微信
818074d1-cb45-4303-97dc-76db89fafeb8,150.14,2024-05-01,娱乐,电影,True,支付宝
923de042-1b60-4ab4-aea0-3d65825ae59d,146.14,2024-05-01,交通,出租车,True,支付宝
c14d8f0d-3100-4437-8269-db588b169ede,93.06,2024-05-02,购物,网购,True,信用卡
e4b4c93f-f623-40f7-bfd7-5d8563c6db58,37.33,2024-05-02,住房,房租,True,现金
3718852d-90cc-4247-80b5-318e28016ad1,131.73,2024-05-03,住房,房租,True,现金
0a818e40-b140-44a6-a508-108c6ffd68d2,74.11,2024-05-03,购物,网购,True,信用卡
c696aa97-a0ff-4476-a1ca-f68370bf3913,59.7,2024-05-03,购物,网购,True,微信
112d9046-52ab-43f9-ab24-652cdadee7c4,3.95,2024-05-04,购物,网购,True,微信
12ec7ab0-066b-4d8b-954f-c0f467eda037,41.75,2024-05-04,医疗,药品,True,现金
bfd86ee0-7c15-4896-85dd-72cc83d88216,89.05,2024-05-05,餐饮,早餐,True,现金
36a0b3b1-43b7-43c6-9756-1e669fd94ad5,73.68,2024-05-05,餐饮,早餐,True,微信
a3289d3f-f8b9-4cbf-b70e-da65747aa40f,108.86,2024-05-06,购物,网购,True,微信
855521ba-3dd4-4b91-8f66-aa03d88b3a90,17.29,2024-05-06,住房,房租,True,支付宝
1ce3e1c8-c2d9-41c2-8385-2d70b1b43a0b,84.37,2024-05-07,餐饮,早餐,True,现金
b00ac42b-edc6-4a46-a1cc-dd698b1e0b39,249.06,2024-05-07,购物,网购,True,支付宝
3dd4bf48-27b4-4f3c-90ad-7c2082a9a338,81.26,2024-05-08,住房,房租,True,支付宝
e20da70b-1bda-4dd7-b325-a4749101d39d,240.62,2024-05-08,住房,房租,True,现金
d03d17d4-a0a6-42cb-a4aa-342b74fbb17d,80.85,2024-05-08,交通,出租车,True,微信
52fce998-9e65-4148-b61c-8ecad37dfdbc,202.09,2024-05-09,交通,出租车,True,微信
14ec46f5-006b-4007-ab71-bf58de60cba0,290.47,2024-05-09,医疗,药品,True,医保卡
04122f46-d554-42c6-ad5b-b9a54fd4bcab,142.82,2024-05-10,餐饮,早餐,True,微信
a270c942-a786-48cb-a148-0aae37da04f5,97.83,2024-05-10,住房,房租,True,银行转账
2e902235-d519-44fc-a537-d2f23249a423,50.17,2024-05-11,住房,房租,True,微信
277d2c40-f90b-4086-953e-352732b1ab4d,198.78,2024-05-11,住房,房租,True,支付宝
53a5cc33-09fc-461b-98f8-be213308de68,113.4,2024-05-12,餐饮,早餐,True,现金
1de92fe0-7abe-4fbc-a62e-591c22232062,60.65,2024-05-12,餐饮,早餐,True,微信
5762f22b-2c80-4f5b-911e-f2bd097a0c86,5975.79,2024-05-13,收入,工资,False,现金
38c30d2f-1024-4f04-8590-6a6f6d4de41e,15.65,2024-05-13,娱乐,电影,True,现金
b838f2d2-d785-4142-b027-c7ea23ead371,67.67,2024-05-13,交通,出租车,True,现金
c9044173-9a48-426f-b794-56cbabf63daf,19.09,2024-05-14,餐饮,早餐,True,现金
4683780a-35a9-4fa0-bc6b-f4baae1d7fe5,88.5,2024-05-14,餐饮,早餐,True,微信
a61580a6-5c5b-4989-856d-c8dde6bb9b04,19.54,2024-05-15,娱乐,电影,True,现金
0a461658-c2cb-4a64-874c-8201eb08a426,42.34,2024-05-15,餐饮,早餐,True,微信
5f25e6be-44ff-4326-92e9-dfc4b0848b68,9348.56,2024-05-16,收入,工资,False,现金
e23bb8ea-7db2-48df-a762-1799244218a8,208.94,2024-05-16,购物,网购,True,支付宝
6dbdea2a-90dc-4b08-909e-53b3e8df05d9,2.56,2024-05-17,餐饮,早餐,True,现金
dafee791-d0d9-416c-8041-4cb772c8ec62,149.52,2024-05-17,交通,出租车,True,支付宝
46197f5e-2095-45de-9052-fd9732c9e46d,23.69,2024-05-18,交通,出租车,True,现金
8baf2b10-4e77-48ff-9987-8707a9e67a58,89.87,2024-05-18,餐饮,早餐,True,现金
f5412c7c-c322-40d3-b579-19a429009305,75.2,2024-05-19,住房,房租,True,银行转账
02a28eb0-fb2c-4fa0-b800-e74f90ea39a0,47.7,2024-05-19,购物,网购,True,现金
2f8ae56e-5b0c-42a4-80a8-d2597dcfd887,36.29,2024-05-19,住房,房租,True,银行转账
2e96c561-f283-479a-95b4-e20bd666171e,98.88,2024-05-20,住房,房租,True,现金
da39b802-f2ba-4af5-ac35-758c2d232db1,141.54,2024-05-20,餐饮,早餐,True,支付宝
7c60ea35-77bc-431f-817f-a80ae0833cab,94.54,2024-05-21,餐饮,早餐,True,支付宝
c4ef60ab-0ad3-4750-9099-40bf5f7fd651,6048.04,2024-05-21,收入,工资,False,现金
e3c9e790-d5bb-4e42-90cf-f9fe6888d69e,23.09,2024-05-22,购物,网购,True,支付宝
464633d3-38ef-4f01-a538-db8b180d66be,141.11,2024-05-22,购物,网购,True,现金
d36d8c1f-63f1-4530-a4f6-9bf488942e02,82.8,2024-05-23,购物,网购,True,微信
17bd518c-8b2f-4745-9f91-23779c328439,205.46,2024-05-23,住房,房租,True,现金
acaed9f8-7d2b-4224-9341-654b8fb1db76,237.81,2024-05-24,娱乐,电影,True,微信
b2cd4bb0-fe34-4e9b-be49-aabc5d520183,231.37,2024-05-24,交通,出租车,True,支付宝
0ee151e9-6aa1-40b3-a5da-f866642b786e,20.8,2024-05-24,餐饮,早餐,True,微信
f7eef344-8062-47f9-9845-fb9d907f685e,126.75,2024-05-25,购物,网购,True,信用卡
c28c2956-6792-4b91-83a1-6ea0b43cde03,129.03,2024-05-25,餐饮,早餐,True,微信
4b6b9e21-cfba-4381-9bbc-40a65988c6a2,18.71,2024-05-26,购物,网购,True,微信
3262b0ee-2efd-4715-a9e6-e770e45b387f,143.39,2024-05-26,交通,出租车,True,现金
deb8176e-1e6a-4171-b975-e9f9a09484c8,235.31,2024-05-27,餐饮,早餐,True,现金
0f32db1f-ec2b-42ca-b6cc-e5d42b9ec336,98.18,2024-05-27,住房,房租,True,银行转账
113de643-37ff-4d22-904a-60ec765662eb,282.61,2024-05-28,住房,房租,True,支付宝
4b624de7-c264-4fd3-a991-74a885cf082c,148.12,2024-05-28,餐饮,早餐,True,现金
6fa6a1ea-0cda-471f-afa0-58c1d244ad9d,92.28,2024-05-29,娱乐,电影,True,支付宝
0f89f41a-1ea5-4f83-81d8-0f1b544cbaa7,205.16,2024-05-29,餐饮,早餐,True,微信
1fa5f957-3b97-4e14-ac15-b8b801458339,2.24,2024-05-29,购物,网购,True,现金
9662a42c-1c3b-4cd9-9b22-2c0a9a41bd9b,48.0,2024-05-30,购物,网购,True,支付宝
1fa53d2e-69e1-426d-986e-7f0672f22e4a,170.47,2024-05-30,交通,出租车,True,支付宝
5fda2aba-3925-4759-b47f-0b0fd15854c6,7124.67,2024-05-31,收入,工资,False,现金
e8d74502-d338-4cf1-802a-636636d5196e,27.82,2024-05-31,餐饮,早餐,True,支付宝
ce3c1224-b85c-4146-964d-7b3ccc791521,388.63,2024-06-01,餐饮,早餐,True,支付宝
69ba17e0-6110-4551-9b9c-003b92061d04,48.01,2024-06-01,交通,出租车,True,支付宝
fd77055b-a6e6-423d-ace3-2e4a52d0b2e2,4277.3,2024-06-02,收入,工资,False,现金
afbf393b-1ae5-430c-b66d-3444985c565e,65.44,2024-06-02,住房,房租,True,微信
df20d6d0-eb3b-40e2-a421-b5b88f028f55,228.83,2024-06-03,交通,出租车,True,微信
7765a425-c577-4df7-bf91-3502a06f28d0,34.07,2024-06-03,餐饮,早餐,True,支付宝
d8167d29-a019-426f-9eca-17f0e10a4bd5,94.55,2024-06-03,餐饮,早餐,True,支付宝
3a2fb11b-6878-47fd-bb40-34454f3b8f9a,119.33,2024-06-04,餐饮,早餐,True,支付宝
a8c68a12-9ba8-4281-8495-f93ea52bf53a,212.77,2024-06-04,交通,出租车,True,现金
1612529e-d29a-49ed-a45d-cd7601fe5601,51.65,2024-06-05,餐饮,早餐,True,支付宝
ce46d03d-4123-4640-b09c-61cda188fdfa,19.32,2024-06-05,交通,出租车,True,微信
7c3bd06a-6b4e-4c8e-a637-981d526338a7,45.13,2024-06-06,餐饮,早餐,True,微信
2aacc281-1825-41f1-8921-562c68cc40f4,69.04,2024-06-06,餐饮,早餐,True,微信
1bab9d65-83ae-4557-a64b-c0141571048e,90.1,2024-06-07,医疗,药品,True,医保卡
2e21ecf1-8e7a-4654-a248-f6f3835a9dd9,270.99,2024-06-07,娱乐,电影,True,微信
cecdf6f2-6fdd-4d0f-9f3c-2f9179656896,148.31,2024-06-08,购物,网购,True,微信
be84b2a6-c02e-4951-b8ed-bb938b081a21,28.36,2024-06-08,餐饮,早餐,True,现金
f621a059-123d-4e9f-b001-6874bbb43ded,44.01,2024-06-09,餐饮,早餐,True,支付宝
c54c5fb7-2491-48cb-b2f3-76b77c19f33a,99.05,2024-06-09,娱乐,电影,True,支付宝
5e294081-a655-4f2f-9f8c-fe5c41ef3a3f,73.87,2024-06-09,餐饮,早餐,True,支付宝
8ad0bc62-129e-409f-aeca-119f8a1f3ca0,66.36,2024-06-10,购物,网购,True,现金
16b76ab7-596c-47ca-9c38-70cdec26a382,38.38,2024-06-10,餐饮,早餐,True,支付宝
0cdca43f-9e79-4b16-bee0-993da0d23c4b,95.19,2024-06-11,购物,网购,True,信用卡
df48cb2c-108e-449d-a261-56c21b787738,112.58,2024-06-11,餐饮,早餐,True,支付宝
5b53ac19-f6e5-4706-8596-367362267eb3,109.35,2024-06-12,餐饮,早餐,True,微信
32464a7e-18a8-40a1-9781-179332f366c9,53.79,2024-06-12,交通,出租车,True,现金
b4bb05af-ec59-4199-a46c-9ce7a05ec2d0,26.49,2024-06-13,餐饮,早餐,True,现金
cfce5249-380f-4912-a6cd-73a2b60f6428,72.38,2024-06-13,餐饮,早餐,True,现金
98722921-10cb-4817-8459-0000d4ff0098,11.93,2024-06-14,医疗,药品,True,现金
c37b64c5-5cd6-412e-a412-ddefe4864dda,51.85,2024-06-14,餐饮,早餐,True,支付宝
31fe909c-8618-4b2f-876a-37b47c1de990,107.47,2024-06-14,交通,出租车,True,现金
5d1815d9-d099-4f8c-82c3-965b94fb6fe0,116.43,2024-06-15,餐饮,早餐,True,支付宝
534397de-f378-4f38-a0e8-b9664378e332,32.94,2024-06-15,住房,房租,True,银行转账
33ba56f4-05f5-43c6-a1dc-dbc2b2a0eb2b,80.16,2024-06-16,餐饮,早餐,True,微信
5f29159c-b66c-4784-a9d8-63f1f858b8f9,285.09,2024-06-16,交通,出租车,True,微信
fdb3f3ed-2755-4a00-b1d6-31910e7faf13,60.87,2024-06-17,医疗,药品,True,支付宝
2c917658-f346-450f-a844-fa5274aecd8e,94.29,2024-06-17,餐饮,早餐,True,微信
8531b92a-de00-4e10-84bc-7b91047678c7,37.25,2024-06-18,餐饮,早餐,True,微信
04caa4fc-04a8-4c99-ab20-482cdfd5f95d,33.96,2024-06-18,交通,出租车,True,支付宝
c163bdb0-b968-4b4c-847d-70127aa23f59,66.47,2024-06-19,餐饮,早餐,True,微信
0e10b8fe-7ce2-4709-b426-1f71d92a50a4,263.55,2024-06-19,餐饮,早餐,True,支付宝
b9fdee29-0881-4f66-b869-ceafcd9b1744,108.64,2024-06-19,购物,网购,True,信用卡
343d794a-e0b9-4a54-8dd6-2fdb06afd334,76.99,2024-06-20,购物,网购,True,支付宝
c1e68f92-f26a-41c0-8ff3-17477b518b8d,222.32,2024-06-20,住房,房租,True,微信
828b4de3-43b7-4c38-9059-8faea1f7f1e0,62.54,2024-06-21,购物,网购,True,现金
f071bbc3-9966-45ad-a7e0-dd6037bba55b,9.03,2024-06-21,餐饮,早餐,True,现金
385a1214-6e12-49c5-bdd2-0169b4529157,85.81,2024-06-22,医疗,药品,True,微信
b4e19c7f-f251-404e-9e44-c940fadc9429,91.32,2024-06-22,餐饮,早餐,True,微信
52044f82-3b37-47bd-b00e-d136116d69d5,55.87,2024-06-23,住房,房租,True,支付宝
bc313248-6754-4233-b2b8-3759fe692755,231.82,2024-06-23,餐饮,早餐,True,支付宝
38146b26-8db1-46f2-9a33-98ab6b7f590c,16.12,2024-06-24,交通,出租车,True,现金
0d9ac279-3a07-41f8-a403-13e18abbbcb5,51.56,2024-06-24,购物,网购,True,支付宝
2600b95c-d193-4e8d-bc60-52a74e7dfb79,52.62,2024-06-25,娱乐,电影,True,微信
94e44bc8-4b42-4df2-993b-60d56aae20a0,47.06,2024-06-25,交通,出租车,True,现金
8a364e31-7291-4e1f-91c3-3628077664cb,46.44,2024-06-25,购物,网购,True,微信
ac18aceb-2388-42e9-b335-3ada4d26cf3c,102.41,2024-06-26,娱乐,电影,True,微信
9bb638f8-cca8-432d-b7ef-f4a70cbad756,74.0,2024-06-26,餐饮,早餐,True,支付宝
39a62963-b7fb-4f96-887d-24e1e4528030,165.53,2024-06-27,餐饮,早餐,True,微信
65cb1a2e-4e6c-4743-a6da-d51038048d0c,210.85,2024-06-27,交通,出租车,True,微信
3a887e2c-7f1d-4cb8-b3e1-4f3ed5bab400,16.72,2024-06-28,住房,房租,True,现金
c68dca86-515f-426c-9805-553203f621dc,86.5,2024-06-28,餐饮,早餐,True,微信
bbf54537-c1f2-409c-8593-2b0d2c49f30f,46.36,2024-06-29,交通,出租车,True,微信
95809b33-e7c6-473a-9d95-a5d794552925,92.66,2024-06-29,餐饮,早餐,True,支付宝
ce097ad5-7a00-47ee-9c39-9e1088945ba5,116.09,2024-06-30,购物,网购,True,信用卡
b9d6ba0c-68ab-447d-89a7-38576c6d3d43,102.49,2024-06-30,餐饮,早餐,True,现金
aa8bf820-f01b-4a66-8a80-2286c3d63139,47.99,2024-06-30,购物,网购,True,现金
e1ea7e46-5e32-4446-8699-c1b8e9b7e64b,162.23,2024-07-01,交通,出租车,True,现金
c1f55fad-e02b-4f9e-afc6-e909d94ea204,104.81,2024-07-01,购物,网购,True,现金
d890c47f-4a1a-484c-8705-d9b5564cee98,42.79,2024-07-02,交通,出租车,True,支付宝
0f7e980c-abe0-4477-a692-18a2890f1657,103.98,2024-07-02,娱乐,电影,True,微信
6acb4ccf-b2f3-4506-b733-457794a75750,104.42,2024-07-03,餐饮,早餐,True,支付宝
4dcb7a37-05c9-4b9a-8a3c-eac4c1a4d06c,42.22,2024-07-03,娱乐,电影,True,微信
42ba87fc-aeda-4142-8de6-2de0ee6696d4,72.65,2024-07-04,餐饮,早餐,True,支付宝
aebefd51-5cff-4ff3-88ce-5ff3aacc3963,84.34,2024-07-04,购物,网购,True,微信
e3573e23-fe4d-4cb3-a53e-559bce7217c1,240.61,2024-07-05,交通,出租车,True,现金
535f4942-96f6-4337-89d0-ad5fe588e610,166.99,2024-07-05,医疗,药品,True,微信
d09bf3c9-202d-4156-b53f-f3c91c3a0307,89.25,2024-07-05,餐饮,早餐,True,现金
3098e4d6-4d60-4e3e-9443-b65860ec6c65,27.97,2024-07-06,购物,网购,True,现金
f1e389c7-91c3-4a68-bb83-cac214cb6199,157.61,2024-07-06,住房,房租,True,银行转账
54a93360-3e41-4541-b7fb-da715b656960,73.44,2024-07-07,餐饮,早餐,True,支付宝
2790a0e0-d280-4a60-9641-f9c366e962ba,297.94,2024-07-07,购物,网购,True,现金
6af54f02-b371-4fbf-9e29-3310ab44652c,102.6,2024-07-08,餐饮,早餐,True,微信
646cf6e5-f50e-4e19-ac13-b5c86b7a0d74,31.98,2024-07-08,住房,房租,True,现金
8fe77543-1169-497f-b305-6599aaaad2cb,87.48,2024-07-09,餐饮,早餐,True,支付宝
6f242b33-1d41-4233-bac3-85a038c0157f,91.68,2024-07-09,购物,网购,True,支付宝
42fca4d4-b643-444e-a85b-2ef5669581c6,58.57,2024-07-10,住房,房租,True,微信
